time_period,time_identifier,geographic_level,country_name,country_code,sector,soc_4_labelled,soc_3_labelled,soc_2_labelled,soc_1_labelled,sample_occupations_estab_has_vacancy,vac_sum,htfv_sum,ssv_sum,htfv_den,ssv_den
2022,Calendar year,National,United Kingdom,K02000001,Total,6221 - Hairdressers and barbers,Total,Total,Total,266,13373.5218793222,10419.2393563383,6391.44089694512,77.9094650635614,47.7917556393832
2022,Calendar year,National,United Kingdom,K02000001,Total,6222 - Beauticians and related occupations,Total,Total,Total,102,4341.55762895597,2754.22634747046,2069.24697474824,63.4386683963649,47.6613960148178
2022,Calendar year,National,United Kingdom,K02000001,Total,6231 - Housekeepers and related occupations,Total,Total,Total,394,11402.6456415499,7422.59915993329,3080.77917467018,65.0954120058437,27.0181085295169
2022,Calendar year,National,United Kingdom,K02000001,Total,6232 - Caretakers,Total,Total,Total,157,2554.26878319935,1141.29765296314,307.119969995592,44.6819716260875,12.0237921715862
2022,Calendar year,National,United Kingdom,K02000001,Total,7111 - Sales and retail assistants,Total,Total,Total,1823,70279.5384934852,27243.8117826963,13615.405796222,38.7649269854294,19.3732145772189
2022,Calendar year,National,United Kingdom,K02000001,Total,7129 - Sales related occupations n.e.c.,Total,Total,Total,350,13602.6574923453,6966.30001744634,4995.94519028053,51.2127870702215,36.7277143682543
2022,Calendar year,National,United Kingdom,K02000001,Total,7130 - Sales supervisors,Total,Total,Total,289,5671.84715207087,2991.98036390163,1832.3754556019,52.7514279507554,32.3065027401677
2022,Calendar year,National,United Kingdom,K02000001,Total,7214 - Communication operators,Total,Total,Total,34,1889.46286455024,1576.02643525287,199.871975122533,83.4113474692723,10.5782431013858
2022,Calendar year,National,United Kingdom,K02000001,Total,7219 - Customer service occupations n.e.c.,Total,Total,Total,408,15171.0700365476,5646.39426208029,3871.03799396159,37.2181675285786,25.5159193427762
2022,Calendar year,National,United Kingdom,K02000001,Total,8113 - Textile process operatives,Total,Total,Total,19,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,8137 - Sewing machinists,Total,Total,Total,34,818.313748407306,792.985524081897,719.151848267965,96.9048272285897,87.8821661823058
2022,Calendar year,National,United Kingdom,K02000001,Total,8139 - Assemblers and routine operatives n.e.c.,Total,Total,Total,69,2131.93055924602,1154.37328235054,931.470622464276,54.1468518917798,43.6914147332125
2022,Calendar year,National,United Kingdom,K02000001,Total,8143 - Rail construction and maintenance operatives,Total,Total,Total,c,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,8149 - Construction operatives n.e.c.,Total,Total,Total,151,6655.78407503248,4275.70128908745,3609.5602068859,64.2403846171434,54.2319306965842
2022,Calendar year,National,United Kingdom,K02000001,Total,8211 - Large goods vehicle drivers,Total,Total,Total,335,18302.2632055415,10517.3648976612,6731.89038153866,57.4648325157775,36.7817373509327
2022,Calendar year,National,United Kingdom,K02000001,Total,8212 - Van drivers,Total,Total,Total,383,12693.6459222171,6128.89707779757,2702.4579072969,48.2831892062661,21.2898478802446
2022,Calendar year,National,United Kingdom,K02000001,Total,8213 - Bus and coach drivers,Total,Total,Total,184,15628.5032097609,13756.6695591744,7108.45394026575,88.0229499558386,45.4839074789077
2022,Calendar year,National,United Kingdom,K02000001,Total,8214 - Taxi and cab drivers and chauffeurs,Total,Total,Total,65,4157.84034242656,3090.24042548447,1623.36083290589,74.3232103924648,39.0433662481248
2022,Calendar year,National,United Kingdom,K02000001,Total,8232 - Marine and waterways transport operatives,Total,Total,Total,23,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,8239 - Other drivers and transport operatives n.e.c.,Total,Total,Total,181,10264.1835105569,6737.62637966682,2932.46754306895,65.6421075552383,28.5699056340218
2022,Calendar year,National,United Kingdom,K02000001,Total,9119 - Fishing and other elementary agriculture occupations n.e.c.,Total,Total,Total,46,4587.00871994629,2198.16939014709,1412.24664935863,47.9216309441161,30.7879652205057
2022,Calendar year,National,United Kingdom,K02000001,Total,9120 - Elementary construction occupations,Total,Total,Total,206,8479.12103544094,5961.1406949961,4229.77632393214,70.3037575484509,49.8846083957591
2022,Calendar year,National,United Kingdom,K02000001,Total,"9134 - Packers, bottlers, canners and fillers",Total,Total,Total,65,3213.55319095843,1552.90986818301,1110.32791111135,48.3237642542293,34.5514091453453
2022,Calendar year,National,United Kingdom,K02000001,Total,9139 - Elementary process plant occupations n.e.c.,Total,Total,Total,114,5050.58386082339,2504.65286178579,1480.86067905328,49.5913528179188,29.3205839138737
2022,Calendar year,National,United Kingdom,K02000001,Total,9232 - Street cleaners,Total,Total,Total,5,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,9233 - Cleaners and domestics,Total,Total,Total,806,30277.2555105188,20939.3221398148,5474.83715351852,69.1585871531195,18.0823428715871
2022,Calendar year,National,United Kingdom,K02000001,Total,"9234 - Launderers, dry cleaners and pressers",Total,Total,Total,39,1504.47777582477,693.264866454724,315.55097954476,46.080100191222,20.9741203635774
2022,Calendar year,National,United Kingdom,K02000001,Total,9236 - Vehicle valeters and cleaners,Total,Total,Total,37,1199.35153833267,931.204030980422,708.807905881299,77.6422926238102,59.0992618283276
2022,Calendar year,National,United Kingdom,K02000001,Total,9241 - Security guards and related occupations,Total,Total,Total,91,15622.3634619239,8578.36832707174,7286.13500267394,54.9108228596758,46.639133831653
2022,Calendar year,National,United Kingdom,K02000001,Total,9244 - School midday and crossing patrol occupations,Total,Total,Total,180,2199.55642511217,1362.27249118688,504.181482700458,61.933964304526,22.9219617621196
2022,Calendar year,National,United Kingdom,K02000001,Total,9249 - Elementary security occupations n.e.c.,Total,Total,Total,15,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,9260 - Elementary storage occupations,Total,Total,Total,541,24766.6333121009,10824.8917055243,4290.20714232455,43.7075623848935,17.3225286144498
2022,Calendar year,National,United Kingdom,K02000001,Total,9272 - Kitchen and catering assistants,Total,Total,Total,2175,66925.5798868487,34206.4493865245,15007.7739092669,51.1111737012327,22.4245705971328
2022,Calendar year,National,United Kingdom,K02000001,Total,9273 - Waiters and waitresses,Total,Total,Total,855,24402.211556767,13697.1108870004,6868.00601514623,56.1306128140752,28.1450146400426
2022,Calendar year,National,United Kingdom,K02000001,Total,9274 - Bar staff,Total,Total,Total,977,27397.0564859552,14748.656256007,5864.12824493433,53.8329957583864,21.4042273042745
2022,Calendar year,National,United Kingdom,K02000001,Total,9275 - Leisure and theme park attendants,Total,Total,Total,44,1119.61777748631,505.035394866815,315.148190536056,45.1078399273622,28.1478373131592
2022,Calendar year,National,United Kingdom,K02000001,Total,9279 - Other elementary services occupations n.e.c.,Total,Total,Total,326,11028.0153609461,6282.50243249918,3477.49431974023,56.9685680231061,31.5332741742018
2022,Calendar year,National,United Kingdom,K02000001,Total,Not codeable to this level of SOC,Total,Total,Total,74,6555.82961851509,1716.43048117434,707.776597128298,26.1817432888549,10.7961408138092
2022,Calendar year,National,United Kingdom,K02000001,Total,1132 - Marketing and sales directors,Total,Total,Total,34,1106.88346808022,554.48456450638,534.447538443977,50.0942132118097,48.2839931985725
2022,Calendar year,National,United Kingdom,K02000001,Total,1133 - Purchasing managers and directors,Total,Total,Total,25,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,1136 - Information technology and telecommunications directors,Total,Total,Total,5,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,1162 - Managers and directors in storage and warehousing,Total,Total,Total,31,3143.42338788687,212.026463610005,133.429683452853,6.74508131570965,4.24472516069651
2022,Calendar year,National,United Kingdom,K02000001,Total,1211 - Managers and proprietors in agriculture and horticulture,Total,Total,Total,13,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,"1213 - Managers and proprietors in forestry, fishing and related services",Total,Total,Total,6,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,1221 - Hotel and accommodation managers and proprietors,Total,Total,Total,82,1605.87937115106,918.870166682599,549.773240319334,57.2191276125537,34.2350272502267
2022,Calendar year,National,United Kingdom,K02000001,Total,1223 - Restaurant and catering establishment managers and proprietors,Total,Total,Total,186,3167.14981703506,2005.73624949996,1264.50781166738,63.3293770541502,39.9257340106238
2022,Calendar year,National,United Kingdom,K02000001,Total,1224 - Publicans and managers of licensed premises,Total,Total,Total,66,1184.88876655496,792.300532137861,615.055526964207,66.8670810713699,51.9082925186697
2022,Calendar year,National,United Kingdom,K02000001,Total,1226 - Travel agency managers and proprietors,Total,Total,Total,c,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,1241 - Health care practice managers,Total,Total,Total,15,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,1255 - Waste disposal and environmental services managers,Total,Total,Total,10,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,2111 - Chemical scientists,Total,Total,Total,14,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,2112 - Biological scientists and biochemists,Total,Total,Total,22,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,2113 - Physical scientists,Total,Total,Total,15,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,2121 - Civil engineers,Total,Total,Total,84,2445.9310889531,1889.31859813962,1488.9940331764,77.2433289994397,60.8763689173971
2022,Calendar year,National,United Kingdom,K02000001,Total,2122 - Mechanical engineers,Total,Total,Total,57,1889.22256206712,1292.83023701709,1154.5932719336,68.4318652008115,61.1147302131669
2022,Calendar year,National,United Kingdom,K02000001,Total,2124 - Electronics engineers,Total,Total,Total,16,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,2126 - Design and development engineers,Total,Total,Total,126,3146.830379371,2033.43337104558,1822.74649848476,64.6184613055637,57.9232522487944
2022,Calendar year,National,United Kingdom,K02000001,Total,2127 - Production and process engineers,Total,Total,Total,32,643.118426620763,466.155960403489,331.364628485536,72.4836890233241,51.524667117171
2022,Calendar year,National,United Kingdom,K02000001,Total,2129 - Engineering professionals n.e.c.,Total,Total,Total,144,5225.30780116625,2999.09763785568,2695.87839531459,57.3956167172832,51.5927194702845
2022,Calendar year,National,United Kingdom,K02000001,Total,2134 - It project and programme managers,Total,Total,Total,26,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,"2135 - It business analysts, architects and systems designers",Total,Total,Total,45,5735.71624841111,1097.69252789818,487.373751037331,19.1378457433674,8.49717332464523
2022,Calendar year,National,United Kingdom,K02000001,Total,2136 - Programmers and software development professionals,Total,Total,Total,161,11296.8875390753,4102.68675895009,3589.57376458224,36.3169655779889,31.7748915545641
2022,Calendar year,National,United Kingdom,K02000001,Total,2139 - Information technology and telecommunications professionals n.e.c.,Total,Total,Total,50,5392.12953776699,2721.07364992663,2499.87845920873,50.4638034169612,46.3616172738311
2022,Calendar year,National,United Kingdom,K02000001,Total,2150 - Research and development managers,Total,Total,Total,16,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,2211 - Medical practitioners,Total,Total,Total,81,9215.67701738218,7596.25615778782,2412.58696391947,82.4275432337756,26.1791614372874
2022,Calendar year,National,United Kingdom,K02000001,Total,2216 - Veterinarians,Total,Total,Total,164,4367.56108585694,3854.4892602014,1765.01150566973,88.2526697264299,40.4118333086444
2022,Calendar year,National,United Kingdom,K02000001,Total,2217 - Medical radiographers,Total,Total,Total,14,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,2219 - Health professionals n.e.c.,Total,Total,Total,36,4049.28222127624,1602.57723570604,544.948698432524,39.5768224621534,13.4579085539947
2022,Calendar year,National,United Kingdom,K02000001,Total,2222 - Occupational therapists,Total,Total,Total,30,1105.23155561163,630.941714616804,263.144246567797,57.0868350087636,23.8089697341453
2022,Calendar year,National,United Kingdom,K02000001,Total,2231 - Nurses,Total,Total,Total,465,33943.4058905917,25720.5792889398,12613.3612479292,75.7748923954297,37.1599753088576
2022,Calendar year,National,United Kingdom,K02000001,Total,2412 - Barristers and judges,Total,Total,Total,6,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,2413 - Solicitors,Total,Total,Total,153,9037.57874940367,5213.94916455195,3746.15855080015,57.6918808579785,41.4509090838886
2022,Calendar year,National,United Kingdom,K02000001,Total,"2425 - Actuaries, economists and statisticians",Total,Total,Total,13,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,2431 - Architects,Total,Total,Total,97,4085.67403167704,2361.5851398457,1955.55629298591,57.8016043750889,47.8637374842951
2022,Calendar year,National,United Kingdom,K02000001,Total,2433 - Quantity surveyors,Total,Total,Total,74,2475.5266936293,1765.47740581745,1058.11623357463,71.3172437348729,42.743075091764
2022,Calendar year,National,United Kingdom,K02000001,Total,2435 - Chartered architectural technologists,Total,Total,Total,18,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,2436 - Construction project managers and related professionals,Total,Total,Total,57,1824.05326147193,1139.05954452394,1035.59156212485,62.4466164768002,56.7741953592502
2022,Calendar year,National,United Kingdom,K02000001,Total,2442 - Social workers,Total,Total,Total,49,5024.40399365947,4415.097403276,3896.4521040898,87.8730573585966,77.5505335360555
2022,Calendar year,National,United Kingdom,K02000001,Total,2461 - Quality control and planning engineers,Total,Total,Total,33,659.332136907505,270.601236124191,193.643312959539,41.0417179713709,29.3696154214162
