time_period,time_identifier,geographic_level,country_code,country_name,institution_group,institution_type,breakdown_topic,breakdown,data_type,version,inst_count,cohort,overall,education,fe,ssf,sfc,other_edu,ind,appru,special,spi,edu_combo,he,appren,appl3,appl2,all_work,all_notsust,notsust,notsust_ben,only_ben,all_unknown,unknown_id,unknown
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Sex,Male,Percentage,Revised,z,283520,91.8,85,36.1,37.1,11.2,0.6,z,z,z,z,z,z,4.9,1.4,3.5,1.9,6.7,z,z,z,1.5,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Provision,School Action/plus,Percentage,Revised,z,97309,85.3,77.8,48.7,21.9,6.7,0.5,z,z,z,z,z,z,4.5,0.6,4,3,12.6,z,z,z,2.1,z,z
201213,Academic year,National,E92000001,England,State-funded (inc. non-maintained) special,Total,SEN Provision,School Action/plus,Percentage,Revised,z,87,42.5,35.6,26.4,0,0,9.2,z,z,z,z,z,z,2.3,0,2.3,4.6,46,z,z,z,11.5,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,SEN Provision,School Action/plus,Percentage,Revised,z,97396,85.3,77.8,48.7,21.8,6.7,0.5,z,z,z,z,z,z,4.5,0.6,4,3,12.6,z,z,z,2.1,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,SEN Provision,No identified SEN,Percentage,Revised,z,452249,93.8,88.6,30.8,43.2,14,0.7,z,z,z,z,z,z,4,1,3,1.2,5.1,z,z,z,1.1,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Sex,Male,Percentage,Revised,z,291353,91.6,85,36,36.1,11,1.9,z,z,z,z,z,z,4.8,1.4,3.4,1.9,6.9,z,z,z,1.5,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Sex,Female,Percentage,Revised,z,280456,92.7,88.4,32.7,40.6,13.8,1.4,z,z,z,z,z,z,3.1,0.3,2.8,1.1,6.2,z,z,z,1.2,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,FSM Status,FSM not eligible,Percentage,Revised,z,479998,93.4,87.8,33,41.1,13.1,0.7,z,z,z,z,z,z,4.3,1,3.3,1.4,5.4,z,z,z,1.2,z,z
201213,Academic year,National,E92000001,England,State-funded (inc. non-maintained) special,Total,Sex,Female,Percentage,Revised,z,2862,92.7,91.9,26.8,1.9,2.1,61.2,z,z,z,z,z,z,0.1,0,0.1,0.6,6,z,z,z,1.4,z,z
201213,Academic year,National,E92000001,England,Alternative provision,Total,Sex,Female,Percentage,Revised,z,3367,54.8,47,37.1,2.8,3.1,4,z,z,z,z,z,z,2.6,0.3,2.3,5.2,37.2,z,z,z,8,z,z
201213,Academic year,National,E92000001,England,State-funded (inc. non-maintained) special,Total,FSM Status,FSM not eligible,Percentage,Revised,z,6567,90,88.2,28.7,2,2.2,55.2,z,z,z,z,z,z,0.3,0,0.3,1.5,8.6,z,z,z,1.4,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Any other white background,Percentage,Revised,z,19047,91.4,89.5,34.8,41.2,12.7,0.8,z,z,z,z,z,z,1.3,0.3,1,0.7,5.5,z,z,z,3.1,z,z
201213,Academic year,National,E92000001,England,State-funded (inc. non-maintained) special,Total,Sex,Male,Percentage,Revised,z,7833,85.3,82.6,32.5,1.8,1.9,46.4,z,z,z,z,z,z,0.4,0,0.4,2.2,13,z,z,z,1.7,z,z
201213,Academic year,National,E92000001,England,State-funded (inc. non-maintained) special,Total,FSM Status,FSM eligible,Percentage,Revised,z,4128,83,80.3,34.6,1.5,1.5,42.7,z,z,z,z,z,z,0.4,0,0.4,2.3,15.1,z,z,z,1.9,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,FSM Status,FSM not eligible,Percentage,Revised,z,486565,93.4,87.8,32.9,40.6,12.9,1.4,z,z,z,z,z,z,4.2,0.9,3.3,1.4,5.4,z,z,z,1.2,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Pakistani,Percentage,Revised,z,17477,92.7,90.9,27.2,43,20.1,0.6,z,z,z,z,z,z,0.9,0.2,0.7,0.8,5.3,z,z,z,2,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status,Not disadvantaged,Percentage,Revised,z,412845,94.5,89,31.5,43.3,13.5,0.7,z,z,z,z,z,z,4.3,1,3.3,1.2,4.4,z,z,z,1.1,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status,Not disadvantaged,Percentage,Revised,z,417428,94.5,89,31.5,42.8,13.4,1.4,z,z,z,z,z,z,4.3,1,3.3,1.2,4.4,z,z,z,1.1,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex,Not Disadvantaged Female,Percentage,Revised,z,203089,95,90.9,29.7,45.4,15,0.8,z,z,z,z,z,z,3.3,0.4,2.9,0.8,4,z,z,z,1,z,z
201213,Academic year,National,E92000001,England,State-funded (inc. non-maintained) special,Total,Disadvantage Status,Disadvantaged,Percentage,Revised,z,6112,82,79.3,33.7,1.4,1.6,42.6,z,z,z,z,z,z,0.4,0,0.4,2.3,15.9,z,z,z,2.2,z,z
201213,Academic year,National,E92000001,England,State-funded (inc. non-maintained) special,Total,Disadvantage Status,Not disadvantaged,Percentage,Revised,z,4583,94.3,92.9,27.4,2.4,2.4,60.7,z,z,z,z,z,z,0.3,0,0.3,1.1,4.8,z,z,z,0.8,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex,Not Disadvantaged Male,Percentage,Revised,z,209756,94.1,87.1,33.2,41.1,12.1,0.6,z,z,z,z,z,z,5.4,1.6,3.7,1.6,4.7,z,z,z,1.2,z,z
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Gypsy Roma,Number of students,Revised,z,720,444,393,302,69,12,10,z,z,z,z,z,z,15,1,14,36,202,z,z,z,74,z,z
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,White and Black African,Number of students,Revised,z,2049,1872,1816,588,901,302,26,z,z,z,z,z,z,37,14,23,19,142,z,z,z,35,z,z
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Black African,Number of students,Revised,z,15558,14713,14543,3575,7409,3328,234,z,z,z,z,z,z,139,65,74,31,536,z,z,z,309,z,z
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Any other mixed background,Number of students,Revised,z,6974,6358,6156,2000,3122,912,124,z,z,z,z,z,z,129,37,92,73,487,z,z,z,129,z,z
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Major,Mixed Dual background,Number of students,Revised,z,19807,17872,17110,6211,8240,2521,143,z,z,z,z,z,z,506,174,332,256,1617,z,z,z,318,z,z
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,White,Number of students,Revised,z,455822,411546,380966,162867,161405,49989,6768,z,z,z,z,z,z,20195,4016,16179,10385,37699,z,z,z,6577,z,z
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,Mixed Dual background,Number of students,Revised,z,20171,18163,17387,6305,8250,2527,310,z,z,z,z,z,z,509,175,334,267,1675,z,z,z,333,z,z
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,Any other ethnic group,Number of students,Revised,z,6998,6406,6308,1917,3321,962,112,z,z,z,z,z,z,49,15,34,49,353,z,z,z,239,z,z
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Asian or Asian British,Number of students,Revised,z,16195,14772,14476,4753,6450,3190,88,c,c,c,c,c,c,162,c,c,134,1105,c,c,c,318,c,c
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Ethnicity Major,Not Disadvantaged Mixed Dual background,Number of students,Revised,z,12726,11870,11455,3407,6166,1790,96,c,c,c,c,c,c,282,c,c,133,667,c,c,c,189,c,c
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Major,Unclassified,Number of students,Revised,z,5332,4797,4541,1701,2252,553,36,z,z,z,z,z,z,164,42,122,92,432,z,z,z,103,z,z
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Any other ethnic group,Number of students,Revised,z,3264,2996,2955,958,1511,471,16,c,c,c,c,c,c,22,c,c,19,184,c,c,c,84,c,c
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Not Disadvantaged Asian or Asian British,Number of students,Revised,z,30640,29195,28793,6091,16726,5520,459,c,c,c,c,c,c,233,c,c,169,942,c,c,c,503,c,c
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,SEN Provision,No identified SEN,Number of students,Revised,z,436283,404309,380749,131834,186081,60049,2848,z,z,z,z,z,z,16816,3891,12925,6744,26349,z,z,z,5625,z,z
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Gypsy Roma,Number of students,Revised,z,694,429,379,293,69,12,5,z,z,z,z,z,z,15,1,14,35,194,z,z,z,71,z,z
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Unclassified,Number of students,Revised,z,5332,4797,4541,1701,2252,553,36,z,z,z,z,z,z,164,42,122,92,432,z,z,z,103,z,z
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Traveller of Irish Heritage,Number of students,Revised,z,132,81,63,45,11,4,3,z,z,z,z,z,z,6,0,6,12,34,z,z,z,17,z,z
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,White and Black Caribbean,Number of students,Revised,z,6978,6049,5641,2579,2250,722,91,z,z,z,z,z,z,274,105,169,134,818,z,z,z,111,z,z
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Indian,Number of students,Revised,z,13155,12666,12520,2305,7742,2275,201,z,z,z,z,z,z,90,23,67,56,339,z,z,z,150,z,z
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Unclassified,Number of students,Revised,z,5460,4902,4644,1731,2255,558,101,z,z,z,z,z,z,165,43,122,93,452,z,z,z,106,z,z
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex,Not Disadvantaged Female,Number of students,Revised,z,203292,190390,181611,61381,89348,29423,1482,z,z,z,z,z,z,6447,597,5850,2332,10521,z,z,z,2381,z,z
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status,Not disadvantaged,Number of students,Revised,z,419515,390653,365900,131683,174660,54277,5340,z,z,z,z,z,z,17499,3911,13588,7254,23438,z,z,z,5424,z,z
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Sex,Disadvantaged Female,Number of students,Revised,z,70189,59157,55718,28314,18798,7371,1245,z,z,z,z,z,z,1887,117,1770,1552,9665,z,z,z,1367,z,z
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Sex,Not Disadvantaged Female,Number of students,Revised,z,204609,191653,182866,61738,89373,29451,2327,z,z,z,z,z,z,6451,597,5854,2336,10551,z,z,z,2405,z,z
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status,Disadvantaged,Number of students,Revised,z,142282,119113,110999,59469,35149,13329,3083,z,z,z,z,z,z,4160,576,3584,3954,20048,z,z,z,3121,z,z
201112,Academic year,National,E92000001,England,Alternative provision,Total,Disadvantage Status,Not disadvantaged,Number of students,Revised,z,6179,3310,2662,2176,99,136,251,z,z,z,z,z,z,161,15,146,487,2277,z,z,z,592,z,z
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Sex,Disadvantaged Male,Number of students,Revised,z,72093,59956,55281,31155,16351,5958,1838,z,z,z,z,z,z,2273,459,1814,2402,10383,z,z,z,1754,z,z
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Sex,Not Disadvantaged Male,Number of students,Revised,z,214906,199000,183034,69945,85287,24826,3013,z,z,z,z,z,z,11048,3314,7734,4918,12887,z,z,z,3019,z,z
201112,Academic year,National,E92000001,England,State-funded (inc. non-maintained) special,Total,Total,Total,Number of students,Revised,801,10213,8834,8568,3390,198,179,4801,z,z,z,z,z,z,45,4,41,221,1163,z,z,z,216,z,z
201112,Academic year,National,E92000001,England,Total,Total,Total,Total,Number of students,Revised,4241,571611,514869,481016,194478,209954,67787,8888,z,z,z,z,z,z,21894,4503,17391,11959,47328,z,z,z,9414,z,z
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Sex,Male,Number of students,Revised,z,286999,258956,238315,101100,101638,30784,4851,z,z,z,z,z,z,13321,3773,9548,7320,23270,z,z,z,4773,z,z
201112,Academic year,National,E92000001,England,Alternative provision,Total,Sex,Male,Number of students,Revised,z,6468,3369,2668,2140,83,97,348,z,z,z,z,z,z,166,13,153,535,2535,z,z,z,564,z,z
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Major,Asian or Asian British,Number of students,Revised,z,46556,43699,43001,10794,23175,8706,334,z,z,z,z,z,z,395,98,297,303,2041,z,z,z,816,z,z
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Ethnicity Major,Disadvantaged White,Number of students,Revised,z,95975,77865,70926,44337,19696,6334,577,c,c,c,c,c,c,3534,c,c,3405,15939,c,c,c,2171,c,c
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Unclassified,Number of students,Revised,z,1411,1190,1109,597,398,107,7,c,c,c,c,c,c,34,c,c,47,189,c,c,c,32,c,c
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Ethnicity Major,Not Disadvantaged Asian or Asian British,Number of students,Revised,z,30361,28927,28525,6041,16725,5516,246,c,c,c,c,c,c,233,c,c,169,936,c,c,c,498,c,c
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Black or Black British,Number of students,Revised,z,12970,11917,11691,4115,4936,2426,220,c,c,c,c,c,c,165,c,c,61,794,c,c,c,259,c,c
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Unclassified,Number of students,Revised,z,1477,1238,1157,613,398,108,38,c,c,c,c,c,c,34,c,c,47,204,c,c,c,35,c,c
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Not Disadvantaged White,Number of students,Revised,z,355119,329858,306387,116780,141634,43591,4427,c,c,c,c,c,c,16644,c,c,6827,20953,c,c,c,4308,c,c
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Major,Black or Black British,Number of students,Revised,z,25760,24098,23650,7294,11383,4853,130,z,z,z,z,z,z,342,140,202,106,1215,z,z,z,447,z,z
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Provision,Identified SEN,Number of students,Revised,z,115312,96630,87588,55931,23530,7379,776,z,z,z,z,z,z,4798,592,4206,4244,15976,z,z,z,2706,z,z
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Major,White,Number of students,Revised,z,447225,404144,373805,159870,161241,49833,2924,z,z,z,z,z,z,20158,4014,16144,10181,36667,z,z,z,6414,z,z
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,Asian or Asian British,Number of students,Revised,z,47122,44233,43532,10904,23180,8712,744,z,z,z,z,z,z,395,98,297,306,2061,z,z,z,828,z,z
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,Black or Black British,Number of students,Revised,z,26224,24516,24062,7428,11398,4858,388,z,z,z,z,z,z,346,140,206,108,1246,z,z,z,462,z,z
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Ethnicity Major,Not Disadvantaged White,Number of students,Revised,z,351250,326279,302879,115533,141545,43499,2347,c,c,c,c,c,c,16624,c,c,6776,20728,c,c,c,4243,c,c
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Ethnicity Major,Not Disadvantaged Any other ethnic group,Number of students,Revised,z,3640,3326,3269,934,1809,490,39,c,c,c,c,c,c,27,c,c,30,167,c,c,c,147,c,c
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Mixed Dual background,Number of students,Revised,z,7326,6184,5826,2866,2078,733,150,c,c,c,c,c,c,226,c,c,132,999,c,c,c,143,c,c
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Not Disadvantaged Mixed Dual background,Number of students,Revised,z,12845,11979,11561,3439,6172,1794,160,c,c,c,c,c,c,283,c,c,135,676,c,c,c,190,c,c
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Not Disadvantaged Black or Black British,Number of students,Revised,z,13254,12599,12371,3313,6462,2432,168,c,c,c,c,c,c,181,c,c,47,452,c,c,c,203,c,c
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Not Disadvantaged Unclassified,Number of students,Revised,z,3983,3664,3487,1118,1857,450,63,c,c,c,c,c,c,131,c,c,46,248,c,c,c,71,c,c
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Major,Any other ethnic group,Number of students,Revised,z,6904,6322,6224,1892,3320,961,55,z,z,z,z,z,z,49,15,34,49,351,z,z,z,231,z,z
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,Unclassified,Number of students,Revised,z,5460,4902,4644,1731,2255,558,101,z,z,z,z,z,z,165,43,122,93,452,z,z,z,106,z,z
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Mixed Dual background,Number of students,Revised,z,7081,6002,5655,2804,2074,731,47,c,c,c,c,c,c,224,c,c,123,950,c,c,c,129,c,c
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Ethnicity Major,Not Disadvantaged Black or Black British,Number of students,Revised,z,13108,12460,12234,3274,6453,2432,79,c,c,c,c,c,c,179,c,c,47,449,c,c,c,199,c,c
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Ethnicity Major,Not Disadvantaged Unclassified,Number of students,Revised,z,3921,3607,3432,1104,1854,446,29,c,c,c,c,c,c,130,c,c,45,243,c,c,c,71,c,c
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged White,Number of students,Revised,z,100703,81688,74579,46087,19771,6398,2341,c,c,c,c,c,c,3551,c,c,3558,16746,c,c,c,2269,c,c
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Asian or Asian British,Number of students,Revised,z,16482,15038,14739,4813,6454,3192,285,c,c,c,c,c,c,162,c,c,137,1119,c,c,c,325,c,c
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Any other ethnic group,Number of students,Revised,z,3324,3048,3007,975,1512,472,49,c,c,c,c,c,c,22,c,c,19,186,c,c,c,90,c,c
201112,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Total,Total,Number of students,Revised,3825,561797,509766,476899,191152,209809,67606,8423,z,z,z,z,z,z,21659,4487,17172,11208,43486,z,z,z,8545,z,z
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,White British,Number of students,Revised,z,426285,385382,355584,152749,152798,47320,2774,z,z,z,z,z,z,19850,3949,15901,9948,35207,z,z,z,5696,z,z
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,White and Asian,Number of students,Revised,z,4114,3836,3728,1123,1975,591,40,z,z,z,z,z,z,69,19,50,39,222,z,z,z,56,z,z
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Any other mixed background,Number of students,Revised,z,6839,6240,6043,1967,3116,910,52,z,z,z,z,z,z,128,37,91,69,473,z,z,z,126,z,z
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Any other Asian background,Number of students,Revised,z,7281,6847,6743,1679,3886,1133,45,z,z,z,z,z,z,76,41,35,28,258,z,z,z,176,z,z
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Traveller of Irish Heritage,Number of students,Revised,z,125,77,60,44,11,4,1,z,z,z,z,z,z,6,0,6,11,32,z,z,z,16,z,z
