"geographic_level","area","Summary Profession Category","Detailed Profession Category","time_period","vacancies"
"Local Skills Improvement Plan","West of England and North Somerset","Production","Graphics Finishers","Oct 22","5"
"Local Skills Improvement Plan","West of England and North Somerset","Production","Jewellers and Gem Processors","Oct 22","[x]"
"Local Skills Improvement Plan","West of England and North Somerset","Production","Machine Woodworkers","Oct 22","5"
"Local Skills Improvement Plan","West of England and North Somerset","Production","Machined Metal Workers","Oct 22","15"
"Local Skills Improvement Plan","West of England and North Somerset","Production","Machined Plastics Processors","Oct 22","[x]"
"Local Skills Improvement Plan","West of England and North Somerset","Production","Painters and Sprayers","Oct 22","50"
"Local Skills Improvement Plan","West of England and North Somerset","Production","Photography and Microchips Developers","Oct 22","10"
"Local Skills Improvement Plan","West of England and North Somerset","Production","Printers","Oct 22","5"
"Local Skills Improvement Plan","West of England and North Somerset","Production","Printing Preparation and Layout Personnel","Oct 22","25"
"Local Skills Improvement Plan","West of England and North Somerset","Production","Process Operators","Oct 22","30"
"Local Skills Improvement Plan","West of England and North Somerset","Production","Production (other)","Oct 22","20"
"Local Skills Improvement Plan","West of England and North Somerset","Production","Production Managers","Oct 22","255"
"Local Skills Improvement Plan","West of England and North Somerset","Production","Production Personnel","Oct 22","420"
"Local Skills Improvement Plan","West of England and North Somerset","Production","Production Supervisors","Oct 22","170"
"Local Skills Improvement Plan","West of England and North Somerset","Production","Quality Controllers and Sorters","Oct 22","75"
"Local Skills Improvement Plan","West of England and North Somerset","Production","Textile Personnel","Oct 22","30"
"Local Skills Improvement Plan","West of England and North Somerset","Production","Welders, Solderers, and Brazers","Oct 22","45"
"Local Skills Improvement Plan","West of England and North Somerset","Production","Wood Workers","Oct 22","15"
"Local Skills Improvement Plan","West of England and North Somerset","Sales and Trading","Advertisements and Publicity Promotors and Personnel","Oct 22","5"
"Local Skills Improvement Plan","West of England and North Somerset","Sales and Trading","Articles and Products Representives","Oct 22","295"
"Local Skills Improvement Plan","West of England and North Somerset","Sales and Trading","Auctioneers and Staff","Oct 22","[x]"
"Local Skills Improvement Plan","West of England and North Somerset","Sales and Trading","Brokers","Oct 22","215"
"Local Skills Improvement Plan","West of England and North Somerset","Sales and Trading","Business Services Account Managers","Oct 22","785"
"Local Skills Improvement Plan","West of England and North Somerset","Sales and Trading","Commercial Personnel and Telemarketers","Oct 22","210"
"Local Skills Improvement Plan","West of England and North Somerset","Sales and Trading","Front Desk and Rental Personnel","Oct 22","50"
"Local Skills Improvement Plan","West of England and North Somerset","Sales and Trading","Market and Street Vendors","Oct 22","30"
"Local Skills Improvement Plan","West of England and North Somerset","Sales and Trading","Retail Sales Leaders","Oct 22","340"
"Local Skills Improvement Plan","West of England and North Somerset","Sales and Trading","Sales and Trading (other)","Oct 22","[x]"
"Local Skills Improvement Plan","West of England and North Somerset","Sales and Trading","Sales Managers","Oct 22","1325"
"Local Skills Improvement Plan","West of England and North Somerset","Sales and Trading","Sellers","Oct 22","835"
"Local Skills Improvement Plan","West of England and North Somerset","Sales and Trading","Traders","Oct 22","15"
"Local Skills Improvement Plan","West of England and North Somerset","Transport and Traffic","Air Traffic Controllers, Traffic Controllers, and Harbourmasters","Oct 22","[x]"
"Local Skills Improvement Plan","West of England and North Somerset","Transport and Traffic","Air, Water and Road Inspectors","Oct 22","5"
"Local Skills Improvement Plan","West of England and North Somerset","Transport and Traffic","Carriage and Transport Managers","Oct 22","35"
"Local Skills Improvement Plan","West of England and North Somerset","Transport and Traffic","Couriers and Delivery Personnel","Oct 22","55"
"Local Skills Improvement Plan","West of England and North Somerset","Transport and Traffic","Freight Drivers","Oct 22","1030"
"Local Skills Improvement Plan","West of England and North Somerset","Transport and Traffic","Loading and Unloading Workers","Oct 22","45"
"Local Skills Improvement Plan","West of England and North Somerset","Transport and Traffic","Pilots","Oct 22","15"
"Local Skills Improvement Plan","West of England and North Somerset","Transport and Traffic","Public and Private Chauffeurs/drivers","Oct 22","155"
"Local Skills Improvement Plan","West of England and North Somerset","Transport and Traffic","Sea Captains and Mates","Oct 22","40"
"Local Skills Improvement Plan","West of England and North Somerset","Transport and Traffic","Service Leaders and Coordinators","Oct 22","5"
"Local Skills Improvement Plan","West of England and North Somerset","Transport and Traffic","Train Drivers and Conductors","Oct 22","30"
"Local Skills Improvement Plan","West of England and North Somerset","Transport and Traffic","Transport and Traffic (other)","Oct 22","10"
"Local Skills Improvement Plan","West Yorkshire","Administration and Customer Service","Administration and Customer Service (other)","Oct 22","55"
"Local Skills Improvement Plan","West Yorkshire","Administration and Customer Service","Administrative Personnel","Oct 22","595"
"Local Skills Improvement Plan","West Yorkshire","Administration and Customer Service","Customer Service Personnel","Oct 22","865"
"Local Skills Improvement Plan","West Yorkshire","Administration and Customer Service","Financial-administrative Personnel","Oct 22","560"
"Local Skills Improvement Plan","West Yorkshire","Administration and Customer Service","Heads of Administration and Customer Services","Oct 22","710"
"Local Skills Improvement Plan","West Yorkshire","Administration and Customer Service","Personnel and Salaries Administrators","Oct 22","145"
"Local Skills Improvement Plan","West Yorkshire","Administration and Customer Service","Planners","Oct 22","455"
"Local Skills Improvement Plan","West Yorkshire","Administration and Customer Service","Receptionists","Oct 22","250"
"Local Skills Improvement Plan","West Yorkshire","Administration and Customer Service","Schedulers and Coordinators","Oct 22","10"
"Local Skills Improvement Plan","West Yorkshire","Administration and Customer Service","Secretaries","Oct 22","245"
"Local Skills Improvement Plan","West Yorkshire","Administration and Customer Service","Telephonists and Announcers","Oct 22","40"
"Local Skills Improvement Plan","West Yorkshire","Administration and Customer Service","Typists","Oct 22","40"
"Local Skills Improvement Plan","West Yorkshire","Agriculture, Livestock and Fishing","Agricultural and Livestock Specialists","Oct 22","10"
"Local Skills Improvement Plan","West Yorkshire","Agriculture, Livestock and Fishing","Agricultural Employees","Oct 22","10"
"Local Skills Improvement Plan","West Yorkshire","Agriculture, Livestock and Fishing","Agriculture and Fisheries Supervisors","Oct 22","15"
"Local Skills Improvement Plan","West Yorkshire","Agriculture, Livestock and Fishing","Agriculture, Livestock and Fishing (other)","Oct 22","[x]"
"Local Skills Improvement Plan","West Yorkshire","Agriculture, Livestock and Fishing","Cultivators","Oct 22","[x]"
"Local Skills Improvement Plan","West Yorkshire","Agriculture, Livestock and Fishing","Farmers and Animal Breeders","Oct 22","5"
"Local Skills Improvement Plan","West Yorkshire","Agriculture, Livestock and Fishing","Fishermen and Fish Farmers","Oct 22","[x]"
"Local Skills Improvement Plan","West Yorkshire","Agriculture, Livestock and Fishing","Forest Workers and Managers","Oct 22","5"
"Local Skills Improvement Plan","West Yorkshire","Agriculture, Livestock and Fishing","Gardeners","Oct 22","55"
"Local Skills Improvement Plan","West Yorkshire","Agriculture, Livestock and Fishing","Inspectors and Regulators","Oct 22","5"
"Local Skills Improvement Plan","West Yorkshire","Agriculture, Livestock and Fishing","Veterinarians","Oct 22","145"
