"geogConcat","metric","breakdown","subgroup","value","valueText"
"Lancashire LSIP","wfEmployment","Qualification","RQF HE below degree level",52757.223995485,"52757.223995485"
"Lancashire LSIP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",48820.3471402516,"48820.3471402516"
"Lancashire LSIP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",46211.0828920583,"46211.0828920583"
"Lancashire LSIP","wfEmployment","Qualification","No Qualification",26840.4407580585,"26840.4407580585"
"Lancashire LSIP","wfEmployment","Qualification","RQF Doctorate",17578.4763124393,"17578.4763124393"
"Leeds City Region LEP","wfEmployment","Qualification","RQF A level &amp; equivalent",297897.343568917,"297897.343568917"
"Leeds City Region LEP","wfEmployment","Qualification","RQF First degree",294284.239756818,"294284.239756818"
"Leeds City Region LEP","wfEmployment","Qualification","RQF Other higher degree",209277.988690874,"209277.988690874"
"Leeds City Region LEP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",178469.224986772,"178469.224986772"
"Leeds City Region LEP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",90039.4632575393,"90039.4632575393"
"Leeds City Region LEP","wfEmployment","Qualification","RQF HE below degree level",78400.0781396888,"78400.0781396888"
"Leeds City Region LEP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",70165.567339694,"70165.567339694"
"Leeds City Region LEP","wfEmployment","Qualification","RQF Doctorate",29759.7325450019,"29759.7325450019"
"Leeds City Region LEP","wfEmployment","Qualification","No Qualification",25214.3617146953,"25214.3617146953"
"Leicester and Leicestershire LEP","wfEmployment","Qualification","RQF First degree",139666.956943838,"139666.956943838"
"Leicester and Leicestershire LEP","wfEmployment","Qualification","RQF A level &amp; equivalent",128467.670971888,"128467.670971888"
"Leicester and Leicestershire LEP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",85401.0354361285,"85401.0354361285"
"Leicester and Leicestershire LEP","wfEmployment","Qualification","RQF Other higher degree",81342.6919742016,"81342.6919742016"
"Leicester and Leicestershire LEP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",40378.0780393853,"40378.0780393853"
"Leicester and Leicestershire LEP","wfEmployment","Qualification","RQF HE below degree level",38477.679575335,"38477.679575335"
"Leicester and Leicestershire LEP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",34387.7803414186,"34387.7803414186"
"Leicester and Leicestershire LEP","wfEmployment","Qualification","No Qualification",13077.2063558615,"13077.2063558615"
"Leicester and Leicestershire LEP","wfEmployment","Qualification","RQF Doctorate",11651.9003619437,"11651.9003619437"
"Leicester and Leicestershire LSIP","wfEmployment","Qualification","RQF First degree",139666.956943838,"139666.956943838"
"Leicester and Leicestershire LSIP","wfEmployment","Qualification","RQF A level &amp; equivalent",128467.670971888,"128467.670971888"
"Leicester and Leicestershire LSIP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",85401.0354361285,"85401.0354361285"
"Leicester and Leicestershire LSIP","wfEmployment","Qualification","RQF Other higher degree",81342.6919742016,"81342.6919742016"
"Leicester and Leicestershire LSIP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",40378.0780393853,"40378.0780393853"
"Leicester and Leicestershire LSIP","wfEmployment","Qualification","RQF HE below degree level",38477.679575335,"38477.679575335"
"Leicester and Leicestershire LSIP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",34387.7803414186,"34387.7803414186"
"Leicester and Leicestershire LSIP","wfEmployment","Qualification","No Qualification",13077.2063558615,"13077.2063558615"
"Leicester and Leicestershire LSIP","wfEmployment","Qualification","RQF Doctorate",11651.9003619437,"11651.9003619437"
"Liverpool City Region LEP","wfEmployment","Qualification","RQF First degree",195038.564974438,"195038.564974438"
"Liverpool City Region LEP","wfEmployment","Qualification","RQF A level &amp; equivalent",153311.055117796,"153311.055117796"
"Liverpool City Region LEP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",122727.068798466,"122727.068798466"
"Liverpool City Region LEP","wfEmployment","Qualification","RQF Other higher degree",117664.415666424,"117664.415666424"
"Liverpool City Region LEP","wfEmployment","Qualification","RQF HE below degree level",51452.9389272993,"51452.9389272993"
"Liverpool City Region LEP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",47395.6536711348,"47395.6536711348"
"Liverpool City Region LEP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",46936.371852954,"46936.371852954"
"Liverpool City Region LEP","wfEmployment","Qualification","No Qualification",25810.8975937798,"25810.8975937798"
"Liverpool City Region LEP","wfEmployment","Qualification","RQF Doctorate",18356.0333977074,"18356.0333977074"
"Liverpool City Region LSIP","wfEmployment","Qualification","RQF First degree",195038.564974438,"195038.564974438"
"Liverpool City Region LSIP","wfEmployment","Qualification","RQF A level &amp; equivalent",153311.055117796,"153311.055117796"
"Liverpool City Region LSIP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",122727.068798466,"122727.068798466"
"Liverpool City Region LSIP","wfEmployment","Qualification","RQF Other higher degree",117664.415666424,"117664.415666424"
"Liverpool City Region LSIP","wfEmployment","Qualification","RQF HE below degree level",51452.9389272993,"51452.9389272993"
"Liverpool City Region LSIP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",47395.6536711348,"47395.6536711348"
"Liverpool City Region LSIP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",46936.371852954,"46936.371852954"
"Liverpool City Region LSIP","wfEmployment","Qualification","No Qualification",25810.8975937798,"25810.8975937798"
"Liverpool City Region LSIP","wfEmployment","Qualification","RQF Doctorate",18356.0333977074,"18356.0333977074"
"Liverpool City Region MCA","wfEmployment","Qualification","RQF First degree",195038.564974438,"195038.564974438"
"Liverpool City Region MCA","wfEmployment","Qualification","RQF A level &amp; equivalent",153311.055117796,"153311.055117796"
"Liverpool City Region MCA","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",122727.068798466,"122727.068798466"
"Liverpool City Region MCA","wfEmployment","Qualification","RQF Other higher degree",117664.415666424,"117664.415666424"
"Liverpool City Region MCA","wfEmployment","Qualification","RQF HE below degree level",51452.9389272993,"51452.9389272993"
"Liverpool City Region MCA","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",47395.6536711348,"47395.6536711348"
"Liverpool City Region MCA","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",46936.371852954,"46936.371852954"
"Liverpool City Region MCA","wfEmployment","Qualification","No Qualification",25810.8975937798,"25810.8975937798"
"Liverpool City Region MCA","wfEmployment","Qualification","RQF Doctorate",18356.0333977074,"18356.0333977074"
"London LEP","wfEmployment","Qualification","RQF Other higher degree",2637015.48908314,"2637015.48908314"
"London LEP","wfEmployment","Qualification","RQF First degree",1480178.41569493,"1480178.41569493"
"London LEP","wfEmployment","Qualification","RQF A level &amp; equivalent",527135.956926686,"527135.956926686"
"London LEP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",411182.490015114,"411182.490015114"
"London LEP","wfEmployment","Qualification","RQF HE below degree level",384161.098149425,"384161.098149425"
"London LEP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",354403.583401321,"354403.583401321"
"London LEP","wfEmployment","Qualification","RQF Doctorate",331702.532454124,"331702.532454124"
"London LEP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",299122.692308104,"299122.692308104"
"London LEP","wfEmployment","Qualification","No Qualification",60881.7419671579,"60881.7419671579"
"New Anglia LEP","wfEmployment","Qualification","RQF First degree",202562.051061166,"202562.051061166"
"New Anglia LEP","wfEmployment","Qualification","RQF A level &amp; equivalent",173909.761812304,"173909.761812304"
"New Anglia LEP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",139983.595474829,"139983.595474829"
"New Anglia LEP","wfEmployment","Qualification","RQF Other higher degree",123581.461201916,"123581.461201916"
"New Anglia LEP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",67348.1146112634,"67348.1146112634"
"New Anglia LEP","wfEmployment","Qualification","RQF HE below degree level",55137.6667379832,"55137.6667379832"
"New Anglia LEP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",52168.7557442139,"52168.7557442139"
"New Anglia LEP","wfEmployment","Qualification","RQF Doctorate",17709.4199211998,"17709.4199211998"
"New Anglia LEP","wfEmployment","Qualification","No Qualification",16359.1734351253,"16359.1734351253"
"Norfolk and Suffolk LSIP","wfEmployment","Qualification","RQF First degree",202562.051061166,"202562.051061166"
"Norfolk and Suffolk LSIP","wfEmployment","Qualification","RQF A level &amp; equivalent",173909.761812304,"173909.761812304"
"Norfolk and Suffolk LSIP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",139983.595474829,"139983.595474829"
"Norfolk and Suffolk LSIP","wfEmployment","Qualification","RQF Other higher degree",123581.461201916,"123581.461201916"
"Norfolk and Suffolk LSIP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",67348.1146112634,"67348.1146112634"
"Norfolk and Suffolk LSIP","wfEmployment","Qualification","RQF HE below degree level",55137.6667379832,"55137.6667379832"
"Norfolk and Suffolk LSIP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",52168.7557442139,"52168.7557442139"
"Norfolk and Suffolk LSIP","wfEmployment","Qualification","RQF Doctorate",17709.4199211998,"17709.4199211998"
"Norfolk and Suffolk LSIP","wfEmployment","Qualification","No Qualification",16359.1734351253,"16359.1734351253"
"North East LEP","wfEmployment","Qualification","RQF A level &amp; equivalent",227230.411004787,"227230.411004787"
"North East LEP","wfEmployment","Qualification","RQF First degree",225991.743052099,"225991.743052099"
"North East LEP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",175378.36323559,"175378.36323559"
"North East LEP","wfEmployment","Qualification","RQF Other higher degree",114301.724709801,"114301.724709801"
"North East LEP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",57258.895386593,"57258.895386593"
"North East LEP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",53825.3654772376,"53825.3654772376"
"North East LEP","wfEmployment","Qualification","RQF HE below degree level",52518.1233579215,"52518.1233579215"
"North East LEP","wfEmployment","Qualification","No Qualification",22014.4806768737,"22014.4806768737"
"North East LEP","wfEmployment","Qualification","RQF Doctorate",18636.8930990974,"18636.8930990974"
"North East LSIP","wfEmployment","Qualification","RQF A level &amp; equivalent",121866.734314726,"121866.734314726"
"North East LSIP","wfEmployment","Qualification","RQF First degree",113029.505054388,"113029.505054388"
"North East LSIP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",93906.2320390833,"93906.2320390833"
"North East LSIP","wfEmployment","Qualification","RQF Other higher degree",57873.7389370376,"57873.7389370376"
"North East LSIP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",30547.5630845698,"30547.5630845698"
"North East LSIP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",27327.552671141,"27327.552671141"
"North East LSIP","wfEmployment","Qualification","RQF HE below degree level",27323.0980228038,"27323.0980228038"
"North East LSIP","wfEmployment","Qualification","No Qualification",11392.3101052062,"11392.3101052062"
"North East LSIP","wfEmployment","Qualification","RQF Doctorate",9511.26577104438,"9511.26577104438"
"North East MCA","wfEmployment","Qualification","RQF A level &amp; equivalent",121866.734314726,"121866.734314726"
"North East MCA","wfEmployment","Qualification","RQF First degree",113029.505054388,"113029.505054388"
"North East MCA","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",93906.2320390833,"93906.2320390833"
"North East MCA","wfEmployment","Qualification","RQF Other higher degree",57873.7389370376,"57873.7389370376"
"North East MCA","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",30547.5630845698,"30547.5630845698"
"North East MCA","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",27327.552671141,"27327.552671141"
"North East MCA","wfEmployment","Qualification","RQF HE below degree level",27323.0980228038,"27323.0980228038"
"North East MCA","wfEmployment","Qualification","No Qualification",11392.3101052062,"11392.3101052062"
"North East MCA","wfEmployment","Qualification","RQF Doctorate",9511.26577104438,"9511.26577104438"
"North of Tyne LSIP","wfEmployment","Qualification","RQF First degree",112961.341766482,"112961.341766482"
"North of Tyne LSIP","wfEmployment","Qualification","RQF A level &amp; equivalent",105362.81004595,"105362.81004595"
"North of Tyne LSIP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",81471.4714953415,"81471.4714953415"
"North of Tyne LSIP","wfEmployment","Qualification","RQF Other higher degree",56427.3474233386,"56427.3474233386"
"North of Tyne LSIP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",26711.0718726771,"26711.0718726771"
"North of Tyne LSIP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",26497.6668885491,"26497.6668885491"
"North of Tyne LSIP","wfEmployment","Qualification","RQF HE below degree level",25194.7234228987,"25194.7234228987"
"North of Tyne LSIP","wfEmployment","Qualification","No Qualification",10622.0201596398,"10622.0201596398"
"North of Tyne LSIP","wfEmployment","Qualification","RQF Doctorate",9125.54692512294,"9125.54692512294"
"North of Tyne MCA","wfEmployment","Qualification","RQF First degree",112961.341766482,"112961.341766482"
"North of Tyne MCA","wfEmployment","Qualification","RQF A level &amp; equivalent",105362.81004595,"105362.81004595"
"North of Tyne MCA","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",81471.4714953415,"81471.4714953415"
